"Sentiment","SentimentText"
"2","great movie movie is longer than 2hoursthis is a great movie its not 40yr old virgin funny or knocked up funny but its a pretty good movie alot of famous ppl in it has alot of good funny parts 2 it the only reason i think its not really funny is because theres none of those funny parts like knocked up of the 40yr old virgin has dont pay attention to the reviews rent the movie or something if u like it buy it"
"2","Not entirely a comedyI am big fan of Judd Apatows work i went into this hearing that its not like his other movies that it has a more somber serious tone so my expectations were tempered I liked it i do agree with some other reviewers that it was probably a little too long which is why I take off one star But if you go in knowing this isnt a 40 year old virginknocked up style comedy then you wont be disappointed with that being said i can see why some people rated this poorly if thats what they thought they were going to see going in"
"1","Winning Cast movie fell shortThis movie was not an original concept The jokes were lame as were the performances The writer and director disappointed the audience by using Adam Sandler Seth Rogen and Jonah Hill as a box office draw When in fact it wasnt worth the money to see this film in a theatre"
"1","ACTUALLY NO STARS for rating pf Funny People movieSave your money Your time can be MUCH better spent This was one of the worse movies I ever sat through Actually I drifted away close to the end and was thankful I didnt waste that time Its AWFUL"
"1","Not Funny PeopleNot worth the timePros there were several good oneliners introduced me to new comediansCons excess foul language adultry"
"2","Very inspirationalSo I just watched Funny People For a movie that has an all star cast it was a great movie If you want to see a movie filled with laughs and a good story pick this movie up I promise you wont regret it"
"2","Sfars BestA delightfully funny story A wonderful graphic novel that gives us a catseye view of the Sephardic Jewish community in Algeria and then the Algerian community in Paris in the early 20th Century Its a love story Very funny and endearing And the hero is a cat This is a must for Joann Sfar fans"
"2","The Rabbis Cat is the cats meowThis book came highly recommended to me by my Rabbis husband I was not disappointed I think everyone will love this illustrated novelJorma"
"2","A wonderful funnysad bookThe Rabbis Cat is a wonderful book I heard the author speak on NPR and got the book The book is in the form of a comic strip each box lovingly illustrated by the author The pictures are wonderful particularly of the cat They are a joy to beholdEven better are the stories anecdotes taken from the lives of the Jews in North Africa in the thirties The stories are both very sad and hysterically funny The cat has a sardonic turn of phrase that had me in stitches Through the difficult medium of comics the author has managed to capture the atmosphere of the time and place Much of the book is given to musings about life philosophy love God and so on If you like a good discussion youll enjoy this bookAlthough the books can be enjoyed by nonJews I think if you dont know the basics of Judaism youll be missing the most vital part of the book Of course the book is so appropriate for the cat lover The author clearly understands cats perfectly"
"2","good artwork tooThe review with all the details about the depth and levels of the story hits the mark so I wont repeat it However I will emphasize what was not commented on The Author is a very talented artist He takes risks on many pages and it works resulting in a feast of creative colorful dynamic drawings to accompany the text The story wanes a bit in the final pages but the trip is artistically very satisfying I hope there is a book to follow I really enjoyed the characters and how they delt with their world and their beliefs"
"2","Delightful exotic world seen through a cats eyesThe Rabbis Cat by French artist and filmmaker Joann Sfar is a whimsical charming fable featuring a rabbi his lovely daughter and a host of other characters headed by a talking cat Both protagonist and narrator the cat often acts as a Greek chorus who comments often sardonically on the actions of the humans around him Set in preWorld War II Algeria with a lengthy detour to Paris the beautifully illustrated narrative depicts a richly diverse world in which individuals seek to preserve their traditions while constantly interacting with people of other cultural social and religious backgrounds In this multilayered environment the presence of an intelligent talking cat does not seem entirely out of place"
"1","SelfServing MessageThis is the tale of a kindly Rabbi his sweet daughter and the cat who loves her The tale seems promising at first until it delves into bitterness over God and those who love Him and follow His laws The cat represents the glorification of sin itself and delights whenever the books characters fall into ungodly habits judging them forever as hypocrites taking no account into repentance and future avoidance of said sin As is the case with most humanist literature the story down spirals from that point until it ends with the Rabbi losing faith in God At this point the cat is truly happy with the Rabbi thus giving the tale a happy ending In short The Rabbis Cat is a tale structured to appeal to secular humanists atheists and pagans who want to feel better about their selfserving do as you feel lifestylesOne more note This book despite the beautiful artwork and appealing cover is definitely not appropriate for children"
"1","Not what it looks like on the coverAs someone who is interested in different cultures I thought the book would be an interesting window into other peoples thoughts Instead I open it to find a swearing cat he uses the F word denigrating religion and showing religious people as hypocrites in a lame stereotypical way Might be interesting to others but its not interesting to me Not only is it not suitable to children but there are a lot of adults who would not want to be bothered with this kind of disrespect and vulgarity either I wish I had been warned before I tried to read this book"
"2","The Last dissenting WitnessThe way Bill Sloan wrote Jean Hills side of her story of the assassination was in perfect terms Jean Hill was the closest person to President Kennedy when the shots were fired and she saw where the shots came from and the feds tried to cover everything up I believe that Jean Hill really knew and saw what happened that day in November Anyone who would like to find out information about the assassination I believe this is the right book to read and hear what was truly covered up"
"1","See my article Jean Hill The Lady in Red onlineSince writing my review of JFK THE LAST DISSENTING WITNESS in 1998 I have been able to have my 35page article Jean Hill The Lady in Red included in Clint Bradfords JFK Assassination website The address is httpwwwjfkinfocomsitemap1htm scroll down for title"
"1","DrivelJean Hills story changed with the wind She saw next to nothing during the assassination but used her unique location and her active imaginationto keep herself in the limelight for years It got so bad that even the conspiracy writers were shying away from her toward the end It was laughableSomeone needed to ask her about the little dog she said was sitting in the car with JFK and Jackie Look at the original interviews she actually said itThis book is BS from stem to stern Go read a fairy tale at least theres a moral at the end The only thing you find at the end of this book is your wallet a little lighter"
"1","An Ever expanding story followed by same ol same olVery disappointing read Starts with her tale of what she saw in 1963 then devolves into another MASSIVE GOVERNMENT CONSPIRACY work Offering no documentation to support statements made Unsupported statements about what her boyfriend said claimed or saw Lauds Garrison and his persecution of an innocent man in New Orleans Originally I thought 65533The Assassination tapes65533 By George O65533Toole was the worst effort in Conspiracy volumes but no more"
"1","Uneducated NonsenseThe physics department at my school gets the mad ramblings of this man and I usually end up with them seeing as how no one else will read them In a word I sum these writings as nonsense Most of his ideas aside from being mostly incoherant and physically absurd also defy the timetested and true concepts that the average highschool physics student could debunk Furthermore mixed in with these insane babblings are religious and political ramblings which he tries to pass off as the only possible truthMy recommendation unless you want a good laugh or evidence of the undereducation of many Americans pass on this book Any other use of your money would be a better one"
"2","Great Swords for a Great PriceI ordered the set of swords on December 9th Sunday and recieved the swords today Wednesday the 12 The Shipping was absolutly BLAZING UPS Shipped with a Tracking Number made me confident in Sword Demon Packaging was great and everything was alright I would deffiently buy from Sword Demon againThese swords are UNSHARPENED It would appear that Stainless Steel is not very good for sharpening them either These are really Wallhanger katanas But when your buddies come over and see them they almost cry These are just the coolest swords because of the movie All the symbols and words on the blades are actually etched The symbols and the like are the exact same from the movie"
"1","Fraudnot as advertisedThis DVD was entiled Seventh Cliburn Competion 1985 It was not the competion program and did not even contain the winning performance I consider it to be a total fraud and misrepresentation"
"1","Impossible to readThis kindly adaptation is a mishmash of gibberish Amazon really needs to take more time in converting these In this condition this should be free"
"2","Nice sizeVery good amount for the price Smells nice too However the smell reminds me of clean laundry I was wanting something a little different a little younger Still smells pretty good though Curve smells better in the men cologne to me"
"1","Still havent received itemBought for my mom for Christmas she loves this perfume and it does actually smell pretty good however I was supposed to recieve my order by the 20th at the latestits now the night of the 22nd and I am very worried it wont be here for Christmas UPDATE Spoke with Amazons customer service and they are replacing my missing item It will be here tomorrow Still sucks cuz it wasnt here in time for christmas however Im just glad they are replacing it for me"
"2","CurveIt smells like Gap heaven Very nice Beautiful color and scent Cant wait to try Curve Crush when im done with this one"
"2","Good valueI love Curve and this is a large bottle which make is a very good value Highly recommended"
"1","Unsatisfying ending disappoints the readerThe plot develops nicely then ends abruptly with an unsatisfying ending It seems to the reader as if the author had reached her contractual page limit and slapped an ending onto the book A superhuman villian was terminated too easily The method of capture was not adequately developed Several promising themes were not followed up by the author especially the entriquing possibility that through genetic testing Gaults uncle may have been his father or the reason for the military being interested in the investigation The author took one of the least interesting possibilites and handled it in a below average formulaic manner"
"2","The Best Patricia Cornwells bookI have read all Patricia Cornwells book and I think Ms Cornwell has reached her best in writing this bookSuspense mystery New York they all contribute to keep you awake until you finish the book"
"1","Kay Scarpetti is losing itHere is a character I have enjoyed develop But Kay is losing it She should dump her niece Lucie clean up her personal life its not nice to have an affair with a friends husband and treat Det Marino with some respectAs for Gault if I pick up another Scarpetti book with his name in it right back on the shelf"
"1","If you cant say anything niceWell thats no fun Honesty is the best policy right This was the first of Patricias books I had the displeasure to become acquainted with Ive tried reading another of her works but I cant get over the simplistic writing with unnecessary adjectives thrown in for no apparent reason except perhaps to make the sentences longer and make the reader suffer from the protracted tripe More than that this book failed to make me care about the characters or about the outcome of the story"
"2","Great readThis book is a great read a lot of fun Id recommend it to anyone who likes the genre On the down side I think that Gault is a little too evil he borders on the implausible with his ability to be one step ahead of the game Also I think Cornwell needs to develop Dr Kay a bit more shes a good character but needs more depth"
"1","You have GOT to be kiddingThis could be the worst novel I have ever read It is also the first and last Patricia Cornwell novel I will ever read There are so many problems with this book that they cannot be listed here so here are but three points 1 The main character Kay Scarpetta is an insufferable humorless snob Id never before read a novel where I hated the main character Great job Pat 2 About 90 of the novel is dialogue Very bad dialogue But this is understandable since Cornwell cannot write prose 3 The story is predictable and boring and the ending is utterly ridiculous Im astonished that this book was ever published let alone made the bestseller lists"
"1","My brain froze overThis supposed thriller is mindnumbingly dull and inept I had to give up half way through"
"1","Losing her edgeI loved Patricia Cornwells first five novels sadly her sixth loses its edge I wanted to enjoy it but the plot labors on and I had a hard time finishing a book I couldnt wait to read We lose Scarpettas forensic grit and instead focus on a bizarre rather boring computer plot I hope the next books in the series are better"
"1","The devil in the detailIm not a fan of the crime writing genre so I require more than some blood and guts and a few nasty frights to make me speak highly of a crime novel Unfortunately I cannot speak highly of From Potters FieldI know more about dogs than I do about forensic medicine so it makes me suspicious of the novels factual integrity when I read that a murderers eyes are as pale blue as a malamutes when in fact according to the Alaskan Malamute Club of America a malamutes eyes MUST be brown never blueIt also made me laugh to think that all the crime agencies and the media in the USA would be completely ignorant regarding the closest relatives of the countrys highest profile serial killer Although if the good guys had known some basic details about the killers family tree Dr Kay would have been left twiddling her thumbs so I suppose I should quit complainingWell I read the book right through to the end and it kept me amused so I have to give it one star"
"1","The pits a contrived potboiler Avoid itIf you love meaningless running around plot lines thatdefy even sympathetic attempts to suspend disbelief andsnarled bureacratic conflicts among different law enforcement agencies you might put up with this one Otherwise the book disappoints One gets the impression that it was written in haste A pale imitation of the previous work deserves to be piled high on the remainder tables if not in a Potters Field for books"
"1","So far the worst book of one of my favorite authorsHaving read all of Patricia Cornwells books I was very disappointed about her latest achievment Draging the villain through 3 separate books probably wasnt her best idea Even more disturbing The characters of her main heros Scarpetta Marino Lucie were described inconsistent with her previous books"
"1","Very DissapointingFrom Potters Field is one Patricia Cornwells worst book she has written Its not the characters nope Its not the writing that is wrong Its the story that makes the book disappointingTemple Gault has struck again This time we know this for sure Both the readers and Kay Scarpetta do Someone from Lucys past is also back The problem with this book is that Gault is not a strong enough villain to carry this book He is not scary or very threatening Its not exiting Partly because we never get into his head we are always inside Scarpettas Even if Cornwell did venture inside his head Im not sure if it would be that exiting For a killer on the loose plot its very weak of coarse the forensics are very good and original But for the most part a very disappointing Scarpetta novel"
"2","Intelligently written a fast and suspenseful readI am on my 8th Scarpetta story I most enjoy the relationships Cornwell developsMarinos gruff demeanor and language are so colorfulDr Kay is a strong female figure who uses her brain to handle the men who would take her downThe development of Lucys character is interesting but it is time she too develop into a stronger person emotionally Cornwells work is for me as good as Grishams"
"1","What a disappointmentI expected better than this poorly contrived story of murder and mystery from a wellseasoned author The plot line lacked substance and the ending was poorly executed The only reason I continued reading the story was in hopes that it would improve as I read Boy was I disappointed"
"1","Just awfulThis was possibly the worst book I have ever read I am amazed by the number of fans for this kind of rubbish"
"1","A wildly implausible thrillerThis book is so unrealistic that it spoils all the fun super killers like Temple Gault a clone for the Satan Incarnate known as Hannibal Lecter are more silly than super I found all the other character two dimensional and all the intrigue regarding super computers insulting to my intelligence Has Cornwell done better I dont know and after reading this am in no big hurry to find out"
"2","From Potters field buried with no nameChristmas is always a notoriously bad time for Kay Scarpetta Chief Medical Examiner of Virginia and consulting forensic pathologist for the FBI When Temple Gault a cunning serial killer whose killing spree began in Richmond several years earlier resurfaces in New York with the murder of a female transient left in frozen Central Park Scarpetta jumps head first into the investigation The identity of the homeless woman becomes top priority and when it is discovered who she is the investigation is spun into a radical new direction Meanwhile Gault has set his sights on Scarpetta herselfleading to one final terrifying encounter in the fetid tunnels below the cityA fascinating book with wonderful characterization grisly accuracy and a highvoltage suspensful ending The Scarpetta series is the best When it comes to crime fiction no one does it better than Cornwell"
"1","Impressive delivery but plot lacking in believabilityThis was the first Patricia Cornwell book I have read She is a compelling storyteller and she obviously possesses great knowledge of the subject matter I do admit to finishing the book in a twoday period but it was more to get to the inevitable final showdown between Scarpetta and the killer Scarpetta and some of her cronies are characterized well but the killer seemed a bit stereotypical I dont believe in reading ahead and spoiling the surprise but in this case I skipped some detailed sections to find out how the killer would be stopped in his tracksSince reading this book I have read Cause of Death by Cornwell and would rate that book slightly higher than this one This book is not her best that Ive read so far but it wouldnt prevent me from reading another oneThis is a good focused and knowledgable writer who does not need to fall back on unbelievable killers and sensantional plot devices to tell an imaginative story"
"1","No one will edit this because Im Patricia CornwellAt least thats how I felt about this book which seems only to have been published because the author has written some truly interesting previous novels I recommend the first three books in the series I cannot recommend this book for anything except kindling However not having a fireplace I filed this under G"
"1","a let downThis books just didnt do it for me I enjoy PC but this book Seemed too easy Things just happend people just called In fact I think this books had some bad editing I felt as though all what was needed was there and that someone just yanked out the big sections for no reasonI am still a fan but this one is a skipperThe doc just happens to see the resturante that the killer was usingThe polices offer in charge is left in the subway with two people who are not police Just does not at add"
"1","To contrived and therefore not plausibleI found this plot to be to contrived in that many of the scenes were just to clearly made up for me to become vicariously involved The twists and turns in the plot were simply to convenient for me to appreciate a sense of natural flow that good novels must have For example The scene in which Gault the killer has been seen using the same restaurant that the main character spontaneously finds herself in Imagine in New York no less Not only that but the killer is using the main characters visa in the same restaurant And then the genius software engineer niece who just happens to be working on a huge computer program in the law enforcement field Im sorry but this tale is just to unbelievable It might make a passable B grade film but I wouldnt want to see it"
"1","Stilted and HokeyThis book reads like the tin man in the Wizard of Oz walked BEFORE he was oiled Jerky and clumsy with a very hollow ring to it I read 13 of the book and threw it in the yard sale pile Its the first book of hers Ive read and I dont intend to pick up a second one This is really a prime example of bad writing churned out for nonreaders and quick profits"
"2","Terror in Central ParkHere is a terrifying novel by Cornwell Her knowledge of medicine and forensic science keeps you turning the page A womans body is found in the snow in Central Park There is no question that the killer is one Temple Brooks Goult Scarpetta discovers that his killings are a pattern with one ending It is one of her best By Ruth Thompson author of The Bluegrass Dream"
"2","Patricia Cornwell rocks Best mystery writer on recordLike all of her Scarpetta mystery novels Patricia Cornwell has proven again that she must have been one dynamite of a Coroner when she was practicing She has a wealth of information in her books and it is so interesting to follow as she progresses to solving the mystery Ive never enjoyed reading as much as when I pick up a Cornwell novel"
"2","Rekindling LoveMistakes can never be undone but rectification is possible Years after their marriage died Ross and Tessa are drawn back together when one of their sons is diagnosed with a fatal illness Returning to what has not been his home in a long time Ross is met with a mix of hostility need and love Before much time passes he realizes that his son is not the only one in need of healing With a society that has been torn apart by issues just like this the potential audience for it is vast Mistakes are not glossed over but proven not to be fatal This will give hope to thousands"
"1","Worst English dub of a great TV seriesThis suckedThe WORST English dub EVERCrayon Shinchan is long TV series that lasted close to 12 years in Japan Funimation did NOT purchase the entire series just a handful of episodes so you dont see how the stories and characters developed and changed over the many seasonsThe English dub they made changed the entire dialogue and Americanized practically ALL the characters and situations to an extreme low brow humor Granted the original show did have a lot of puns and low brow humor as well but Shinchan did retain an innocence for his mischief being the focus that he was always this incredible force of fun shaped as a 5 year old boy True fans of the manga and series should NOT buy this lame production by Funimaiton"
"1","A Piece of CrapNoisy crude five point vibration padNOT a massager a vibration padWe purchased three of these and we sent back three of theseWorthless no worse than worthless"
"1","No theory what so everThe authors seem unaware of the fact that theory guides our understanding There are no objective facts yet the authors present all their findings as such with almost no reasoning attached This is both arrogant and ignorant The authors display no grasp of theoretical advances in Accounting and I recommend getting a book that has a better exposition of principles as more than practice"
"1","You sure can tell this was written by an accountantThere sure is some exciting literature out there This is not it The material is very drydesert comes to mind I am using this book for my accounting 211 course at OSU and boy is it fun note the sarcasm And whats with the dates in the example problems such as 1231x1 What is that Were they too afraid to put a 9 in there They didnt think we the students could handle it But hey Im not bitter or anything I dont even think you COULD make accounting interesting A must read HA"
"1","wrong itemI was going to get a book with a ISN number of 0072316373But today I got one with 0070412901So I need you send my money beac to my account and give me a well reason why you let the seller mail me a totally different book again It is the second time I get an item with wrong number"
"1","WorthlessHow this man has managed to write so many books while knowing nothing about 1 travel and 2 archaeology is a mystery to me First he shows up in Jordan with no local money on a Friday youd think someone passing themselves off as a knowledgeable traveller would have figured out banks in an Arab country are closed on the Muslim sabbath Then he continues on with a series of quack theories about aliens and technologically advanced ancient civilizations and harps that make rocks float There not even good quack theories like Hancock or Buval who while equally worthless at least make an attempt to back up their theories Read something else"
"2","Theres no other book like this oneThere is no other book on Africa or Arabia like this one Like in his other books Childress rambles from place to place looking for mysteries lost cities and adventure If you are looking for some dry fossil hunter story this isnt it Its the only book that I know of that covers such unusual topics as port cities in the middle of the Arabian Desert the history of the Ark of the Covenant the giant megaliths of the Kalahari Desert and other littlediscussed topics Lots of old maps photos and illustrations It is a fun book to browse through as well"
"1","Dont botherWhat a disappointment This book is about 50 selfcentered travelogue and 50 teasers about the mysteries I expected a book full of archeological information about cities and cultures that have long since disappeared but instead got embarrassingly ridiculous chitchat and superficial explanations I wanted scientific information not a book that tends to explain most of its mysteries via levitation and alien beings"
"2","Lincoln and his timeFor the mpost part any book by David Donald is worth the time and effort to read This book offers fresh insights into the perception of Lincoln Belongs on the shelf of every person interested in 19th century America"
"2","Explains why economics and politics dont mixHazlitts view is simple economics can only be understood if we look at the effects on everyone over time He views most government economic tinkering as myopic focussing only on one group of people for a moment He shows how government interventionwell intentioned as it might bealways hurt people in general over the longterm including the people we mean to help He champions the forgotten manthe people who are hurt when the governmet tries to improve on the workings of the marketplace"
"2","a brilliant wellwritten economics primerHazlitt presents a clear concise lesson on basic economics His message is wellarticulated and wellsupported This is a must read for every person who has ever worked or voted or is planning to do either because it discusses the essentials in both economic theory and the politics that put the theory into practiceUnfortunately there are some erroneous ideas in this book Hazlitt occasionally makes claims or implies that the government should make some interventions into the economy he also seems to think that capitalisms merit lies in its service to the common good However these fallacies are rare and they do not significantly detract from the bookFor a great backtoback lesson in economics and its moral base read this book followed by CAPITALISM THE UNKNOWN IDEAL by Ayn Rand"
"1","Dont waste your moneyIf you are new to Economics this is one book that you can skip It is not useful nor mandatory reading if you are looking to understand the subject better There is not even one chart or graph included in this book Stick with Naked Economics Undressing the Dismal Science or Economics for Dummies as these two titles will serve you better"
"1","More of a personal opinion than that of economicsWhen I read something I like the whole story with some facts to back them up but what I got out of this book was a guy with one side of politics while giving his opinion Although many of his policies I tend to agree with I just have a really hard time reading something when the entire book well I only got around a third way through it is swung in one way direction If you like reading about someones opinion then youll love this book but if youre like me and just like cold hard facts leaving it up to yourself at making your own opinion then dont buy this book"
"1","Not what it claims to BeI was actually looking for a book on economics This book is more of a conservative rant Its not so much that I disagree with what he says so much as the fact that its all politics and very little economics Buy this book if you want to hear how much the author thinks liberalism stinks not if you want Economics in one lesson I definitely feel like I got tricked into buying it"
"2","The best book on EconomicsI have ever readExcellent read for the layperson Most relevant to our current economic crisis in America Every politician should be required to read this book In fact every classroom teacher should read it as well Explains the mess our government has created and why its continued destructive policies are leading our country to assured economic collapse Policies based entirely on fallacies"
"2","35 StarsA useful supplementary text for lower division microeconomic principles courses onlyThis book is useful for teaching lower division undergraduate students the principles of microeconomicsIt can be used as a supplementary bookHazlitt emphasizes the important concept of opportunity costbut neglects to incorporate any discussion of spillover effects and externalitiespositive and negativedepletable and undepletablemarket failurepublic goodsthe theory of second bestadverse selectionmoral hazard the principalagent problemetcIt is interesting that all these missing topics were originally covered by Adam Smith in The Wealth of Nations1776especially in Part V"
"1","Title is a ScamWhen someone is intentionally deceptive in order to sell books or to capture an audience this lowers the value of what they have to say to absolute zero"
"1","NO HelpThis book did not help me with my economics class Even though I passed the course with a B This book reads more like a novel and really does not simplify economics at all I work better with definitions and examples and this book gives none"
"1","Polemic and OutdatedI read this in the 1980s and it was a nonevent back then Like most books that claim to have the answer this book gives an enormously oversimplified view of economics that does not reflect the real world Moreover it presents as settled many open questions claiming the authors opinions as facts There are many better books on freemarket economics and far far better books on economics in general"
"1","Too simplisticAlthough though were presumably members of the same political choir the author treats economics much too simplisticallyCalling this book a polemic on Keynesian economics would be accurate calling it an economics treatise would be just plain wrongTime would be better spent reading Bastiat"
"1","This aint no economics bookI was expecting a book on economics 101 so maybe I might understand market forces PE ratios stuff like thatIts just a big argument for a libertarian government Not even particularly good arguments either theyre all based on metaphors like the broken window paraphrased from memoryEven though they may get paid a community does not get rich fixing broken windows That holds the community still it does not push it forwardThats a fine argument and all but thats not teaching Metaphors are mental manipulation give me all the pros and cons and let me decide Or better give me the damn factsAnd its outdated too The book is 50 years old We are so NOT in Post WWII economics"
"1","No lessons learnedThis is one of the most disappointing purchases I have made on AmazonThe book is one long myopic libertarian apology"
"2","Best book on Economics for the general readerThis is an excellent introduction to Economics Hazlitt was a clear writer and his analysis of fallacious economic thought is very informative You dont have to be a student of Economics this is a book that can benefit every reader I just wish more of our politicians had read this book"
"2","If you dont have this get itThis book is a wonderful illustration of the simple so simple they go unnoticed principles of a market economy and the many fallacies of adding socialism to the mixI could have easily given this 45 stars but I didnt have the option The only thing that kept me from giving it 5 was that Hazlitt partially caves in about halfway through the book on the topic of unions Unions are tantamount to coersion and have no place in a market economy"
"2","Read the angry antiHazlitt reviews for a real indicationI think beyond the fact that Hazlitt produces a succinct and wellargued explanation for why free markets are the best arrangements in economic relationships what is really wonderful is reading the screeds of those readers that he pisses off Read the rabid ranting temper tantrum of the one reader who amazingly was accepted to the University of Chicago and you can see how ideas that actually support free thought and productive profitable endeavors drive lunatics like this crazy its awesome This dork probably marches against the WTO"
"2","Give this book to a your childrenEconomics in One Lesson elucidates the basic principles of Economics in a simple understandable language If you are just starting out on economics I would recommend this as your first book College Textbooks will bore you and treatise like Human Action by LW Mises are pretty hard for a beginnerAlso be sure to give this book to your children Schools dont teach economics a most important of subjectsWith that said I would like to comment on many 1 star reviews Notice how they dont comment on the content of the book Economics is a Science and it is better to put away your Political Glasses when studying it"
"2","ECONOMICS IN ONE LESSONEconomics in One Lesson is another great must read book Like Bastiats The Law it is short and sweet At the same time it clearly explains the basic fundamentals of economicsConsidering the stupid and abusive actions that are rampant in Congress state legislatures county commissions and city councils the overwhelming majority of these socalled leaders are utterly ignorantDont you be one of themBuy and read Economics in One LessonThen call up your politicians and give them an earful"
"2","Never more needed than todaySure a few of the specific examples cited 60 years ago are no longer relevant today but the basic lessons are absolutely and permanently valid and need more than ever to be understood by at least a majority of the voting publicThe sad fact is that Americans can go through the entire public school system and higher education without learning the first thing about economic science while getting bombarded with selfserving economic propaganda Thus public gullibility to the fallacies cited by Hazlitt seems no less pervasive now than back then while the resultant cancerous growth of government economic meddling has only increasedHeres a revolutionary fantasy Make this book a required study by all high school students Imagine what that would do for the kinds of politicians who get elected in the futureBTW you can get the nice hardcover edition at less cost directly from the Mises Institute"
"2","Economics even you will UnderstandFor all who avoided economics like the plague this is the book for youvery informative and gives the novice a good foundation of the subject Check it out next time you argue economics with uncle Fred you wont sound like such a dope"
"2","Simply brilliantThis is a great start to learning Austrian economics or rather any kind of economics All members of Congress should be required to read this before being allowed to vote on any bills Peter Schiffs Crashproof would be a great followup to reading Economics in One Lesson And for the more serious student of Austrian economics especially in these times you should read von Mises Theory of Money and Credit and Rothbards The Great Depression"
"2","One lesson that EVERYONE needs to learnAs a student and teacher of economics this book has proved to be an invaluable resource The lesson is simple and direct yet one that many people fail to apply This should be required reqding for anyone involved in the development of economic policy or any other arm of policy making for that matter Whether you agree with Hazlitts conclusions about how the market works or not you cannot dispute the key lesson of this book It is entertaining to read particularly easy for a book about economics I highly recommend it"
"2","TextbookShould have been a nationwide elementary school textbook for the past 60 yearsUpon reading this book and knowing your fellow Americans will have one couldntimagine the losses of freedom that we are experiencing now An absolute must read"
"2","Our Senators and Reps should read and heedThis is not a new bookperhaps thats why it is so usefulThere is no gobblygook no arcane economic theories with fancy lablesWhat there are in this book are many examples of if the government takes this action to make this or that happen the unintended consequences have proven to be and will probably be again something quite different and usually not positiveSound experiential economics in my view clearly written and a tremendous help to understanding what will probably happen if the nation takes on more debt subsidizes this or that interest taxes one interest at the expense of another etcI liked it I could read and understand it"
"2","Great BookVery easy to read simple arguments that destroy many fallacies in current political rhetoric I learned a lot from this book without feeling like I had to muddle through it I benefitted from taking micro and macro before reading but its not necessary and anyone interested in learning about how special interests kill the consumer and taxpayer because their wellbeing is easier to measure and is effected more immediately aka every modern economic issue has an obligation to read this book"
"1","PainfulI wouldnt recommend this book to an enemy True the information may be worthy but the writing style and the narration were horrible It is definitely NOT written nor read in a conversational manner Im willing to cut the narrator some slack as he was only reading what was written however better inflection phrasing pauses etc would have greatly helped this otherwise tedious bookI couldnt even finish it I suffered through the first 5 disks and after all that investment in time I couldnt bring myself to listen to the 6th Its just that poorly writtenIll restate the fact that the message the information is worth hearing its simply written in such a tedious manner that I couldnt stand to hear it through the endI think Ill donate it to my local library"
"1","Unsatisfactory and very outdatedI am in my 60s and thought it would be a good time to remedy what I perceived as a gap in my education economics I never had a course in economics and the only book I had read was Heilbroners Worldly Philosophers a satisfying but very general overview as I recall I probably read Heilbroner in the late 70sIm an audible subscriber and got Economics in One Lesson from them I can only say that the book was dated full of economic events that were referenced from WWII and excessively polemical and rigidI read it some time ago but it made enough of a bad impression on me that when I saw it in my suggestion list around number 250 I just had to get onto this page and say what a terrible disappointment the book wasI think the book should be retitled Economics in One Polemic The Shortest and Surest Way to Understand the Economics of the Late 1940s and the 1950s"
"1","Dont Be Fooled By the Title of This BookThe only economic lessons in it are a very biased critique of any economic policy other than capitalist doctrine I wanted to learn about economics and was so disappointed in this outdated onesided book"
"1","Hypocritical Biased outdated and misleadingThis book opens with the author explaining his objective analysis of popular fallacies within economics In no way is this book objective it is not so much a introduction to economics than a book with a political agenda He rarely shows two sides of the arguement spins fact real well all the while omitting valuable information contrary to his veiws DONT READ THIS AS YOUR FIRST ECONOMICS BOOK and if you do read it take it with a grain of salt"
"1","Capitalism straight in small unpalatable dosesIf you want your faith in market forces and low taxation reinforced this is a straightforward but blinkered attempt to make you forget all about government regulation Funny that westEuropean countries with bigger taxation and more government influence have less crime better education better health care better TV programmes than the US They also organise their politics better so that the tax money is better spent It did set me right on one or two points and parts are written in a spuriously funny way but it is too biased to be really informing Clearly the writer has never listened to people he doesnt agree withIf you have an open mind compare this dangerous nonsense with the writings of Naomi Klein to see how unfettered capitalism works out in practice"
"1","Rightlibertarian views presented as factThe problem I have with Hazlitts economics primer is that much of the information he presents as fact is nothing but rightlibertarian ideologyHazlitt attempts to explode liberal myths by taking out of context the social advances America has made in the last 70 years The author believes that unchecked corporate power will liberate the economy and therefore humanityHazlitt is obviously a corporate apologists who refuses to scrutinize the successes of liberalized trade policies throughout the world A look at any number of third world countries will reveal the true outcome of relinquishing government and social controls of the economy"
"1","ASTOUNDINGIt is astounding that anyone in this age can seriously recommend this book It has no bearing on the world economy and is blatantly anti labor and anti government regulation It is hopelessly out of date"
"1","how to fail economics 101This book preaches a very right wing kind of economics If you can imagine one of Rush Limbaughs readers or helpers writing a primer on economics then this is it Keep government small etc The author most likely was an Austrian school follower As it is avaiable free on Limewire maybe get a free copy on the Net or browse it in your local library No need to buy unless you want to flesh out sic the ideas of Mr Limbaugh et al The book relentlessly hammers home the ideas that government should be amall self interest drives the economy forward and that state intervention is bad"
